date,time,username,tweet,link,likes,retweets,replies,mentions,hashtags
2018-10-02,17:42:51,RozeckaPL,"Warto dla wrocławianek wesprzeć finansowo wysokospecjalistyczne procedury terapeutyczne, żeby wykorzystać w pełni możliwości i potencjał oddziału ginekologii onkologicznej. pic.twitter.com/GzFWyQdr6d",https://twitter.com/RozeckaPL/status/1047149923194540033,57,26,3,,
2018-10-02,07:35:53,RozeckaPL,"Będziemy testować linie autobusowe zgłaszane przez mieszkańców wykorzystując #MIRABUS3 X i 4 X testujemy połączenie z Lipy Piotrowskiej do ulicy Kwiskiej. Autobus będzie wyruszać z Lipy Piotrowskiej  (ul. Kminkowa) o równych godzinach 6.00, 7.00, 8.00 i 9.00. Zapraszamy! pic.twitter.com/lMwLcvsEB6",https://twitter.com/RozeckaPL/status/1046997173903208449,36,20,1,,#MIRABUS3
2018-10-01,15:37:53,RozeckaPL,"Wiem, że brakuje połączeń autobusowych we Wrocławiu. Miasto lepsze do życia to miasto skomunikowane. Zatem testujemy linie autobusowe zgłaszane przez mieszkańców wykorzystując MIRABUS, na bieżąco będziemy informować gdzie kursuje #wyborysamorzadowe #rozecka2018 #wybory2018.",https://twitter.com/RozeckaPL/status/1046756087838453760,75,39,8,,"#wyborysamorzadowe,#rozecka2018,#wybory2018"
2018-09-27,20:15:48,RozeckaPL,Walka ze #smog.iem to bardzo ważny element mojego programu dla #Wrocław.ia. 🏭 #WyborySamorządowe 🚗 #wybory2018 ⛽ #PiS 🚛 #Rozecka2018 pic.twitter.com/tQLMmLbgmP,https://twitter.com/RozeckaPL/status/1045376474927321088,64,24,10,,"#smog,#Wrocław,#WyborySamorządowe,#wybory2018,#PiS,#Rozecka2018"
2018-09-26,14:56:23,RozeckaPL,"Powiększenie obszarów lasów miejskich, parki kieszonkowe, zielone arterie – to tylko część naszych planów na zieleń miejską we #Wrocław.iu! 🌳🌱🌿#wybory2018 #wyborysamorzadowe #PiS #Rozecka2018 pic.twitter.com/M1vzWNE5uJ",https://twitter.com/RozeckaPL/status/1044933704488038401,133,60,12,,"#Wrocław,#wybory2018,#wyborysamorzadowe,#PiS,#Rozecka2018"
2018-09-26,09:23:41,RozeckaPL,Zapraszam do oglądania Rozmowy Faktów z moim udziałem. Dziś w @FaktyTVP3#Wrocław #wyborysamorzadowe #wybory2018 #PiS #DotrzymujemySłowa #Rozecka2018 pic.twitter.com/LhHKjFPsXQ,https://twitter.com/RozeckaPL/status/1044849975371419648,61,24,7,FaktyTVP3,"#Wrocław,#wyborysamorzadowe,#wybory2018,#PiS,#DotrzymujemySłowa,#Rozecka2018"
2018-09-25,13:16:16,RozeckaPL,"W kampanii jesteśmy przyzwyczajeni do standardowych form komunikowania się z wyborcami. Jednak to, na czym mi zależy to wyrażenie uczuć łączących mnie z naszym miastem. Zapraszam do słuchania i oglądania 🎤🎶 #Wrocław #wyborysamorzadowe #wybory2018 https://youtu.be/be3wxJjuMTA ",https://twitter.com/RozeckaPL/status/1044546120544923649,95,33,10,,"#Wrocław,#wyborysamorzadowe,#wybory2018"
2018-09-24,10:55:47,RozeckaPL,Moje propozycje dla wrocławskiej kultury🎼🎭🎨🎬! pic.twitter.com/DQya0l9vFl,https://twitter.com/RozeckaPL/status/1044148380543471617,137,63,18,,
2018-09-23,10:46:04,RozeckaPL,Już o 10:45 zapraszam do @tvn24 na #Kawanaławę. Będę gościem @KonradPiasecki. #Wroclaw #DotrzymujemySłowa #dobryprogram #wyborysamorzadowe #wybory2018,https://twitter.com/RozeckaPL/status/1043783546345787392,46,11,23,"tvn24,KonradPiasecki","#Kawanaławę,#Wroclaw,#DotrzymujemySłowa,#dobryprogram,#wyborysamorzadowe,#wybory2018"
2018-09-21,11:11:42,RozeckaPL,Ruszamy w drogę po #Wrocław.iu. 🚌 Dzisiaj- Pracze Odrzańskie #wyborysamorządowe #wybory2018 #DotrzymujemySłowa #MiraBus pic.twitter.com/og68q0ztiw,https://twitter.com/RozeckaPL/status/1043065221949022209,79,30,11,,"#Wrocław,#wyborysamorządowe,#wybory2018,#DotrzymujemySłowa,#MiraBus"
2018-09-20,13:13:40,RozeckaPL,"Czas, aby wrocławskie osiedla stały się w końcu OSIEDLAMI KOMPLETNYMI🏡🚋! #rozecka2018 #wybory2018 #wyborysamorządowe #Wrocław #dobryprogram pic.twitter.com/eHUQxxvLig",https://twitter.com/RozeckaPL/status/1042733524829265925,205,87,33,,"#rozecka2018,#wybory2018,#wyborysamorządowe,#Wrocław,#dobryprogram"
2018-09-18,15:16:53,RozeckaPL,Czas na wrocławski sport⚽️🏀🏐❕ A oto pomysły na rozwój sportu we Wrocławiu.#rozecka2018#wybory2018#wyborysamorządowe pic.twitter.com/tpuTUfbB7E,https://twitter.com/RozeckaPL/status/1042039759219171328,88,30,19,,"#rozecka2018,#wybory2018,#wyborysamorządowe"
2018-09-17,11:22:03,RozeckaPL,"Kolejny punkt mojego programu dla Wrocławia a w nim min. szybka, sprawna i BEZPŁATNA komunikacja publiczna🚆🚈🚌! pic.twitter.com/gfQZjvbk3N",https://twitter.com/RozeckaPL/status/1041618273312354304,200,81,37,,
2018-09-15,17:10:34,RozeckaPL,Wspólnie z Ministrem Inwestycji i Rozwoju Jerzym Kwiecińskim oraz Wojewodą Dolnośląskim Pawłem Hreniakiem zaprezentowaliśmy szczegóły rządowych programów: budowy dróg lokalnych i Dostępność Plus. pic.twitter.com/e7VIlcvIGx,https://twitter.com/RozeckaPL/status/1040981203820654592,49,18,9,,
2018-09-14,12:57:05,RozeckaPL,Odpowiedzialny włodarz miasta musi współpracować z różnymi środowiskami! Zapraszam do obejrzenia wywiadu! http://www.polsatnews.pl/wiadomosc/2018-09-13/kandydatka-na-prezydenta-wroclawia-odpowiedzialny-wlodarz-musi-wspolpracowac-z-roznymi-srodowiskami/?ref=wyszukiwarka …,https://twitter.com/RozeckaPL/status/1040555025263734784,52,25,5,,
2018-09-14,12:42:25,RozeckaPL,Przedstawiam kolejny punkt mojego programu dla Wrocławia. Uczyńmy Odrę turystycznym magnesem miasta!⛵️🛶🏖️ pic.twitter.com/zRhRRCj5SI,https://twitter.com/RozeckaPL/status/1040551333240221696,103,50,7,,
2018-09-11,16:13:51,RozeckaPL,"Dziś kolejny fragment programu SZYBKA KOLEJ MIEJSKA – tak długo się o niej mówi, że dorobiła się nawet strony w Wikipedii. Pora ją po prostu zbudować! Działajmy Szybciej! #Wrocław #wybory2018 https://m.facebook.com/story.php?story_fbid=253196778665704&id=248796291816473 …",https://twitter.com/RozeckaPL/status/1039517382304182272,46,26,6,,"#Wrocław,#wybory2018"
2018-09-09,21:04:22,RozeckaPL,"Pora na odbudowanie wspólnoty, bo każdy jest ważny! https://www.youtube.com/watch?v=22xHWVHZD5c …",https://twitter.com/RozeckaPL/status/1038865716307550215,58,27,5,,
2018-09-06,16:42:01,RozeckaPL,"PROGRAM - DLA #WROCŁAW.IA - #EDUKACJA - to przyszłość nie tylko naszych dzieci, ale nas w wymiarze kulturowym, społecznym i ekonomicznym. EDUKACJA ma być PRAWDZIWIE EGALITARNA. Po pierwsze uczymy, jak się uczyć. #wybory2018 #wyborysamorządowe pic.twitter.com/bhDh2nkgVp",https://twitter.com/RozeckaPL/status/1037712529953378305,116,41,14,,"#WROCŁAW,#EDUKACJA,#wybory2018,#wyborysamorządowe"
2018-09-05,13:47:49,RozeckaPL,"Oto nasza drużyna gotowa Państwu służyć we wrocławskiej Radzie Miejskiej. Doświadczeni radni, działacze PiS, społecznicy, aktywiści i radni osiedlowi. Wspólnie dla wrocławian :) pic.twitter.com/m9vWhrwdbr",https://twitter.com/RozeckaPL/status/1037306303067119616,204,75,36,,
2018-09-04,16:16:37,RozeckaPL,"Cieszę się, że dołączyła do nas doświadczona i zaangażowana w sprawy mieszkańców radna @UMrozowska. Witam w mojej drużynie. #Wrocław #WyborySamorządowe #wybory2018 pic.twitter.com/qank2IpCqM",https://twitter.com/RozeckaPL/status/1036981361859547136,85,27,4,UMrozowska,"#Wrocław,#WyborySamorządowe,#wybory2018"
2018-09-04,10:34:37,RozeckaPL,Dymisje konieczne❗️Sutryk i Delewski do tablicy - 1 września po wrocławsku  https://www.facebook.com/248796291816473/posts/2248328448529904/ …,https://twitter.com/RozeckaPL/status/1036895293663531009,59,22,8,,
2018-09-02,18:15:56,RozeckaPL,21 października 2018 wybierzcie wiarygodność! http://wroclaw.tvp.pl/38787522/stachowiakrozecka-w-warszawie-uczynie-wroclaw-miastem-ktore-laczy …,https://twitter.com/RozeckaPL/status/1036286613813383169,80,27,12,,
2018-08-26,22:11:53,RozeckaPL,"Obchody 38. rocznicy powstania NSZZ ""Solidarność"" pic.twitter.com/kNfE3PkGd9",https://twitter.com/RozeckaPL/status/1033809278744842241,97,28,6,,
2018-08-15,19:02:50,RozeckaPL,"To ważne, że są narody, dla których data 15 VIII 1920 r jest istotna i znana. Miło mi jest przekazać Państwu życzenia od mojego przyjaciela Asłambeka pic.twitter.com/FrFDFrFUi5",https://twitter.com/RozeckaPL/status/1029775435389915137,97,32,3,,
2018-08-14,18:29:07,RozeckaPL,"Zaczynamy! Liczę, że spotkam   Państwa w ciągu tych 68 dni, że będziecie chcieli rozmawiać  o programie dla Wrocławia, który dla Was przygotowałam. Zapraszam :) Wybierzcie ZMIANĘ, która odmieni Waszą codzienność i sprosta oczekiwaniom a Wrocław będzie przestrzenią dobrą do życia!",https://twitter.com/RozeckaPL/status/1029404562896166912,192,87,24,,
2018-08-01,20:43:17,RozeckaPL,Obchody 74 rocznicy wybuchu Powstania Warszawskiego. Cześć i chwała bohaterom! #sierpień44 #pamiętamy #jesteśmyjeślipamiętasz #godzinaW pic.twitter.com/ZSlixATod5,https://twitter.com/RozeckaPL/status/1024727284404682752,61,16,1,,"#sierpień44,#pamiętamy,#jesteśmyjeślipamiętasz,#godzinaW"
2018-07-26,20:57:41,RozeckaPL,"Dziękuję wszystkim przybyłym na spotkanie. Jest sporo rzeczy do ulepszenia w dziedzinie organizacji pomocy zwierzętom. Po likwidacji ośrodka w Złotówku, warto podjąć kroki w kierunku utworzenia na terenie Wrocławia ośrodka dedykowanego dzikim zwierzętom.#Wroclaw #zwierzęta pic.twitter.com/TBZTtYLISx",https://twitter.com/RozeckaPL/status/1022556580393496576,57,24,4,,"#Wroclaw,#zwierzęta"
2018-07-23,16:11:45,RozeckaPL,"Koalicja „jest świetnie we Wrocławiu, niczego nie zmieniajmy"" zajmuje się sobą i wewnętrznymi konkurami, a nie potrzebami wrocławian. Niestety przypomina to raczej wesołe miasteczko, a nie poważną dyskusję o mieście. Trwa karuzela kandydatów, a nie postulatów. #Wrocław",https://twitter.com/RozeckaPL/status/1021397458797121538,72,31,10,,#Wrocław
2018-07-23,14:06:03,RozeckaPL,"Uczestniczę w regionalnych konsultacjach dotyczących budowy systemu wsparcia osób niepełnosprawnych i ich rodzin. #Wroclaw wymaga podjęcia w tym kierunku pilnych działań, aby stać się miejscem bez barier, stwarzającym warunki samorealizacji i rozwoju bez względu na stan zdrowia. pic.twitter.com/Oi6iAMCivl",https://twitter.com/RozeckaPL/status/1021365824471339010,52,25,4,,#Wroclaw
2018-07-09,14:31:00,RozeckaPL,Wspólnie z @PremierRP i @PawelHreniak złożyliśmy wieniec pod Pomnikiem Mauzoleum Pamięci Ofiar Zbrodni Ukraińskich Nacjonalistów we Wrocławiu #Pamiętamy #Wołyń43Potem krótki spacer po Bulwarze Dunikowskiego :) pic.twitter.com/6f02a2sb9p,https://twitter.com/RozeckaPL/status/1016298672395636736,40,14,8,"PremierRP,PawelHreniak","#Pamiętamy,#Wołyń43Potem"
2018-06-30,22:44:21,RozeckaPL,Owocne spotkanie z Ministrem Infrastruktury Andrzejem Adamczykiem. Rozpoczęcie prac projektowych i analiza przebudowy A4 oraz deklaracja wsparcia dla rozwoju kolei aglomeracyjnej we Wrocławiu to najważniejsze deklaracje dzisiejszego spotkania. #Wroclaw #PolskaJestJedna pic.twitter.com/tmQ2lIVcbT,https://twitter.com/RozeckaPL/status/1013161337126572032,22,9,4,,"#Wroclaw,#PolskaJestJedna"
2018-06-30,15:40:55,RozeckaPL,Trwa spotkanie z Ministrem Infrastruktury Andrzejem Adamczykiem we Wrocławiu. pic.twitter.com/H2NbG6XTSu,https://twitter.com/RozeckaPL/status/1013054778253946881,32,13,5,,
2018-06-20,19:53:53,RozeckaPL,A Jagodno? https://twitter.com/andrzej_jozwik/status/1009493482149466118 …,https://twitter.com/RozeckaPL/status/1009494559942946817,4,0,0,,
2018-06-20,18:35:07,RozeckaPL,"Kilka słów po spotkaniu o #mpk - spółce tylko dla twardzieli. Czy wiecie, że kierowcy i motorniczy nie mają punktów socjalnych i toalet na pętlach? Szczególnie dotkliwie uderza to w kobiety, a ciągłe zwolnienia kierowców to zagrożenie dla bezpieczeństwa. MPK pracodawcą roku... pic.twitter.com/rgW6XbGR2m",https://twitter.com/RozeckaPL/status/1009474740715704320,46,25,8,,#mpk
2018-06-19,16:42:47,RozeckaPL,"Pozoranctwo czy brak kompetencji #tramwajnaPopowice. W marcu najtańsza oferta to 238 mln - przetarg unieważniony, wczoraj już 301 mln. Jak myślicie władze #Wrocław chcą zbudować ten tramwaj? Pytam, bo wątpię https://www.transport-publiczny.pl/mobile/wroclaw-trzy-oferty-na-tramwaj-na-popowice-nadal-bardzo-drogo-58847.html …",https://twitter.com/RozeckaPL/status/1009084079369801729,12,7,2,,"#tramwajnaPopowice,#Wrocław"
2018-06-18,21:46:05,RozeckaPL,Żłobki i przedszkola #skandalrekrutacyjny #Wrocław. Krótki komentarz po spotkaniu z rozgoryczonym rodzicami :(( https://www.facebook.com/248796291816473/posts/2118608234835260/ …,https://twitter.com/RozeckaPL/status/1008798020111093760,9,9,1,,"#skandalrekrutacyjny,#Wrocław"
2018-06-18,19:23:41,RozeckaPL,Spotkanie z Prezydentem RP Andrzejem Dudą w Strzelinie🏨 pic.twitter.com/80hi5dVhZz,https://twitter.com/RozeckaPL/status/1008762186968240130,19,8,2,,
2018-06-14,20:18:41,RozeckaPL,"Odwiedziłam zapomniane osiedle Zakrzów. Mieszkańcy pytali o: zadłużenie Wrocławia, konieczność audytu finansów miasta, rozbudowę domu opieki dla niepełnosprawnych, Obwodnicę Wschodnią Wrocławia i wiele innych kwestii, a także prezentowali rozwiązania istniejących problemów. pic.twitter.com/wukbbHoGMG",https://twitter.com/RozeckaPL/status/1007326475295641600,23,14,3,,
2018-06-13,16:05:37,RozeckaPL,"Może ci panowie kobiet nie lubią i nie cenią jako liderek, albo się boją :-) https://twitter.com/michal_kolanko/status/1006875858651570177 …",https://twitter.com/RozeckaPL/status/1006900398697803777,5,2,1,,
2018-06-09,15:22:08,RozeckaPL,Podczas dzisiejszej wizyty Premiera Mateusza Morawieckiego we Wrocławiu mieliśmy okazję porozmawiać o rozwoju naszego miasta. Dziękuję za dobre spotkanie. pic.twitter.com/Q6Qy1etACi,https://twitter.com/RozeckaPL/status/1005439906112593922,102,30,5,,
2018-06-06,15:14:54,RozeckaPL,@r_czarnecki @PiotrBabiarz @JacekSwiat @BeataKempa_KPRM @mhorala @pisorgpl @MagazynSledczy @michalrachon @tvp_info @Mareksvemi  https://www.facebook.com/story.php?story_fbid=2005993029430115&id=248796291816473 …,https://twitter.com/RozeckaPL/status/1004350923257327616,0,0,0,"Mareksvemi,tvp_info,michalrachon,MagazynSledczy,pisorgpl,mhorala,BeataKempa_KPRM,JacekSwiat,PiotrBabiarz,r_czarnecki",
2018-06-04,11:18:00,RozeckaPL,Zapraszam na spotkanie:-) pic.twitter.com/FcZOMZeSeh,https://twitter.com/RozeckaPL/status/1003566529559121922,30,16,4,,
2018-06-01,17:40:33,RozeckaPL,W #dziendziecka czytam bajki dzieciom w Parku Południowym:-) #Wroclaw pic.twitter.com/ppPHNEmOrg,https://twitter.com/RozeckaPL/status/1002575637066985473,48,14,4,,"#dziendziecka,#Wroclaw"
2018-06-01,15:36:40,RozeckaPL,W Dniu Dziecka odwiedziłam Zakład Opiekuńczo - Leczniczy w Jaszkotlu. #dziendziecka #Wrocław pic.twitter.com/kkNmyva3V8,https://twitter.com/RozeckaPL/status/1002544461212213249,31,7,4,,"#dziendziecka,#Wrocław"
2018-06-01,15:24:37,RozeckaPL,W Dniu Dziecka odwiedziłam Zakład Opiekuńczo- Leczniczy w Jaszkotlu. pic.twitter.com/98bCo9J2Nk,https://twitter.com/RozeckaPL/status/1002541430001360896,10,4,0,,
2018-05-30,18:06:16,RozeckaPL,Kaziu @kmujazdowski jak nie masz czasu głosować w PE to rzuć mandat - będziesz miał więcej czasu na kampanię we #Wrocławiu Link do głosowań w PE (strona 22 pozycja 10)  http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-%2f%2fEP%2f%2fNONSGML%2bPV%2b20180529%2bRES-RCV%2bDOC%2bPDF%2bV0%2f%2fPL&language=PL …,https://twitter.com/RozeckaPL/status/1001857333964824576,22,12,2,kmujazdowski,#Wrocławiu
2018-05-30,10:34:34,RozeckaPL,W Dzień Dziecka 👶🧒👧 poczytam bajki dzieciom😊Spotkajmy się w Parku Południowym🌲🌳o godzinie 16.00! pic.twitter.com/OxNSVOjYu7,https://twitter.com/RozeckaPL/status/1001743659405103104,16,7,5,,
2018-05-25,20:39:02,RozeckaPL,Lipa Piotrowska i sąsiednie osiedla potrzebują nowej szkoły.→ Do najbliższej szkoły jest 6 km!→ Dzieci muszą się uczyć w trybie zmianowym!  → W okolicach ulicy Kminkowej zamieszka 15 000 mieszkańców!→ Planując tak wielkie inwestycje trzeba zadbać o infrastrukturę! pic.twitter.com/KtzJjXIpUe,https://twitter.com/RozeckaPL/status/1000083840696770560,13,8,2,,
2018-05-25,20:33:21,RozeckaPL,Szkoła na Lipie Piotrowskiej musi powstać szybko! To nie tylko moje zdanie ale również przedstawicieli 4 rad osiedli oraz ich mieszkańców. Dzisiaj spotkałam się z mieszkańcami i radnymi osiedlowymi w okolicach ulicy Kminkowej! #NaszeKarłowice #Wrocław #OSLipaPiotrowska pic.twitter.com/RlcgP8aVaf,https://twitter.com/RozeckaPL/status/1000082409327616002,19,10,3,,"#NaszeKarłowice,#Wrocław,#OSLipaPiotrowska"
2018-05-14,20:20:47,RozeckaPL,IV Brzeskie Dni Kultury Żydowskiej. Było fantastycznie. Do zobaczenia za rok :) pic.twitter.com/N8EGIQ242u,https://twitter.com/RozeckaPL/status/996092981546496000,13,6,7,,
2018-05-08,20:23:51,RozeckaPL,"Miasto otwarte to takie, które szanuje inicjatywy oddolne. Niech mieszkańcy Maślic sami zdecydują. Wspieramy. https://www.facebook.com/nasze.maslice/posts/1556481447813618 …",https://twitter.com/RozeckaPL/status/993919422795603968,18,11,1,,
2018-05-08,15:51:33,RozeckaPL,"@BZdrojewski Szanowny Panie, bez manipulacji proszę. Ja odróżniam Ośrodek Pamięć i Przyszłość od Centrum Historii Zajezdnia a Pan nie? Oj. O dofinansowaniu dla Ośrodka w latach 2007 - 2015 mówiłam a nie o budowaniu Muzeum.",https://twitter.com/RozeckaPL/status/993850895887687680,9,7,1,BZdrojewski,
2018-05-04,09:01:03,RozeckaPL,#matura2018 #wrocław #trzymamkciuki,https://twitter.com/RozeckaPL/status/992298038818304001,10,2,0,,"#matura2018,#wrocław,#trzymamkciuki"
2018-05-02,12:43:41,RozeckaPL,#bociekbałoczerwony#bociekwłasny#bociekheleny pic.twitter.com/wXfyh1dG8B,https://twitter.com/RozeckaPL/status/991629293510938626,16,2,1,,"#bociekbałoczerwony,#bociekwłasny,#bociekheleny"
2018-04-15,23:17:04,RozeckaPL,#PolskaJestJedna #Trzebnica Było miło i rzeczowo @JoannaLichocka Dziękujemy za spotkanie :) pic.twitter.com/Q8mH0hNApP,https://twitter.com/RozeckaPL/status/985628096316485634,23,3,2,JoannaLichocka,"#PolskaJestJedna,#Trzebnica"
2018-04-14,22:48:48,RozeckaPL,"A po emocjonującym pełnym konwencji dniu, odkrycie me z ostatnich dni, polecam! @baspiela #kukiełkowyŚwiatBasi",https://twitter.com/RozeckaPL/status/985258593267175425,9,1,1,baspiela,#kukiełkowyŚwiatBasi
2018-04-14,13:39:38,RozeckaPL,@BeataSzydlo Potrzebujemy Waszej mądrości! Musimy znowu się z Wami spotkać! #konwencjaPiS,https://twitter.com/RozeckaPL/status/985120390245732352,1,0,0,BeataSzydlo,#konwencjaPiS
2018-04-14,13:37:55,RozeckaPL,"@BeataSzydlo Dzisiaj trzeba byśmy staneli i powiedzieli, że nie ma nic piękniejszego niż Polska! #konwencjaPiS",https://twitter.com/RozeckaPL/status/985119959817818112,2,0,0,BeataSzydlo,#konwencjaPiS
2018-04-14,13:32:29,RozeckaPL,@BeataSzydlo Bon na zajęcia kulturalne i sportowe dla młodzeży #konwencjaPiS,https://twitter.com/RozeckaPL/status/985118592990576642,5,1,0,BeataSzydlo,#konwencjaPiS
2018-04-14,13:28:01,RozeckaPL,@BeataSzydlo Dzieci i Rodzina to fundament Polski #konwencjaPiS,https://twitter.com/RozeckaPL/status/985117468191490051,1,1,0,BeataSzydlo,#konwencjaPiS
2018-04-14,13:15:54,RozeckaPL,@MorawieckiM Polskę stać na odzyskanie wielkości własnymi siłami #konwencjaPiS,https://twitter.com/RozeckaPL/status/985114418035003392,3,0,0,MorawieckiM,#konwencjaPiS
2018-04-14,13:14:49,RozeckaPL,@MorawieckiM Warto być Polakiem. Trzeba sie starać aby Polska była coraz lepsza. Jesteśmy Ojczyzną Wielkich Ludzi #konwencjaPiS,https://twitter.com/RozeckaPL/status/985114146739052545,1,1,1,MorawieckiM,#konwencjaPiS
2018-04-14,13:12:07,RozeckaPL,"@MorawieckiM Dla nas jest Polska od A do Z, Polska jest jedna! #konwencjaPiS",https://twitter.com/RozeckaPL/status/985113467781861377,2,0,0,MorawieckiM,#konwencjaPiS
2018-04-14,13:11:07,RozeckaPL,@MorawieckiM Program Drogi Lokalne i Specjalny Fundusz dla naprawy i budowy dróg powiatowych #konwencjaPiS,https://twitter.com/RozeckaPL/status/985113213846130688,2,0,0,MorawieckiM,#konwencjaPiS
2018-04-14,13:07:21,RozeckaPL,@MorawieckiM Program Dostępność Plus dla Seniorów i osób niepełnosprawnych #konwencjaPiS,https://twitter.com/RozeckaPL/status/985112266147270656,0,1,0,MorawieckiM,#konwencjaPiS
2018-04-14,13:06:09,RozeckaPL,@MorawieckiM Obniżamy po raz kolejny podatek CIT #konwencjaPiS,https://twitter.com/RozeckaPL/status/985111965918953472,0,0,0,MorawieckiM,#konwencjaPiS
2018-04-14,13:04:07,RozeckaPL,"@MorawieckiM Nowy program, Wyprawka 300 #konwencjaPiS",https://twitter.com/RozeckaPL/status/985111451252805632,3,1,0,MorawieckiM,#konwencjaPiS
2018-04-14,13:01:10,RozeckaPL,Działamy dla Polski! #konwencjaPiS,https://twitter.com/RozeckaPL/status/985110712375742464,7,3,0,,#konwencjaPiS
2018-04-14,12:51:20,RozeckaPL,Polska ma dobrego gospodarza. Budujemy Polskę równych szans i równych możliwości dla każdego. #PMM #konwencjaPiS,https://twitter.com/RozeckaPL/status/985108237350563840,9,3,0,,"#PMM,#konwencjaPiS"
2018-04-14,12:43:08,RozeckaPL,Ruszamy! Program Walki ze Smogiem # PMM #konwencjaPiS,https://twitter.com/RozeckaPL/status/985106173107064832,6,1,0,,#konwencjaPiS
2018-04-14,12:42:36,RozeckaPL,Nasz program nazywa się Polska #PMM #konwencjaPiS,https://twitter.com/RozeckaPL/status/985106039287709697,8,2,0,,"#PMM,#konwencjaPiS"
2018-04-14,12:42:06,RozeckaPL,Polska musi być bardziej sprawiedliwa #PMM #konwencjaPiS,https://twitter.com/RozeckaPL/status/985105914112954368,4,1,0,,"#PMM,#konwencjaPiS"
2018-04-14,12:41:15,RozeckaPL,Niższy ZUS dla przedsiębiorców #PMM #konwencjaPiS,https://twitter.com/RozeckaPL/status/985105699704274944,6,2,0,,"#PMM,#konwencjaPiS"
